staff_id,assignment_number,departure_date,return_date,assignment_country,pool,job_title,age_bracket,sex,first_departure
4303,6,2005-04-14,2005-04-20,CI,NA,MEDECIN,45,M,Not first departure
4303,7,2005-04-21,2005-07-07,AO,NA,MED MOBILE,45,M,Not first departure
4304,1,2001-06-15,2001-07-10,LR,NA,NA,65,M,First departure
4305,1,2001-08-16,2001-12-31,SD,PROJECT COORDINATOR,NA,45,M,"First departure, relevant experience"
4305,2,2002-01-01,2002-03-31,KE,NA,DECENTRALISE SECU AL,45,M,Not first departure
4306,1,2001-06-22,2001-07-27,ET,NA,NA,55,M,First departure
4306,2,2005-10-01,2005-10-31,CI,NA,CHIR,55,M,Not first departure
4306,3,2009-09-13,2009-10-19,CD,GAS,CHIR 3,65,M,Not first departure
4306,4,2012-02-27,2012-03-29,CI,GAS,DUEKOUE CHIR,65,M,Not first departure
4307,1,2001-08-01,2002-10-30,MM,NON MEDICAL,ADMINISTRATEUR,35,M,First departure
4307,2,2003-01-14,2003-06-14,NP,NON MEDICAL,ADMI KATMANDOU,35,M,Not first departure
4307,3,2004-12-27,2005-01-15,LK,NON MEDICAL,ADMIN,35,M,Not first departure
4308,1,2001-06-21,2001-08-06,BI,NA,NA,55,M,First departure
4308,2,2003-01-10,2003-03-10,CI,NA,CHIR,65,M,Not first departure
4308,3,2006-09-18,2006-10-24,SS,NA,CHIR,65,M,Not first departure
4309,1,1998-02-01,1999-09-30,KH,NA,NA,35,M,Not first departure
4309,2,2001-06-13,2001-09-13,BI,NON MEDICAL,A REFACTURER,35,M,Not first departure
4310,1,2001-06-23,2001-08-24,BI,NA,NA,35,M,"First departure, relevant experience"
4310,2,2004-04-26,2005-05-31,RU,NON MEDICAL,RTL,35,M,Not first departure
4310,3,2009-07-01,2011-04-10,JO,NON MEDICAL,LOGISTICS COORDINATOR,45,M,Not first departure
4311,1,2001-07-18,2001-08-01,YU,NA,NA,35,F,First departure
4311,2,2002-03-31,2002-10-18,AO,NA,LOG AVION,35,F,Not first departure
4311,3,2003-01-20,2003-07-02,GE,NA,LOG GENERAL ET CONSTRUCTION,35,F,Not first departure
4311,4,2006-04-17,2006-06-02,AO,PROJECT COORDINATOR,NA,35,F,Not first departure
4311,5,2007-07-08,2007-08-29,TD,NA,NA,35,F,Not first departure
4312,1,2001-08-21,2001-12-21,LK,NON MEDICAL,LOG ADMIN,25,M,First departure
4312,2,2002-07-01,2003-01-01,AO,NA,NA,35,M,Not first departure
4312,3,2004-09-01,2005-03-01,BI,PROJECT COORDINATOR,NA,35,M,Not first departure
4312,4,2005-06-01,2005-11-30,SD,NA,NA,35,M,Not first departure
4313,1,2001-07-23,2002-01-23,CD,NA,LOG,35,M,First departure
4313,2,2002-05-27,2003-01-27,CG,NA,LOG ADMI,35,M,Not first departure
4313,3,2003-04-09,2003-07-20,CD,NA,LOG EXP,35,M,Not first departure
4313,4,2003-11-20,2004-04-18,SS,NA,LOG,35,M,Not first departure
4313,5,2004-08-09,2004-10-30,SL,PROJECT COORDINATOR,RT,35,M,Not first departure
4313,6,2005-01-31,2005-07-04,NP,NA,LOG EXP EXPLO TERRAI,35,M,Not first departure
4313,7,2005-08-29,2006-02-15,UG,PROJECT COORDINATOR,RT,35,M,Not first departure
4314,1,2001-10-31,2002-05-16,ZM,NA,INF PM,35,F,First departure
4314,2,2002-08-04,2002-12-05,AO,NA,INF EXP,35,F,Not first departure
4314,3,2003-05-26,2003-09-11,MW,NA,INF NUT + HYG,35,F,Not first departure
4315,1,2001-06-26,2001-08-25,ID,NA,NA,35,F,First departure
4315,2,2002-02-15,2002-12-31,CI,NON MEDICAL,ADMI,35,F,Not first departure
4316,1,2001-07-13,2001-12-10,LR,NA,LOG CARI,35,M,First departure
4316,2,2002-02-06,2002-08-05,CD,NA,LOG,35,M,Not first departure
4316,3,2002-09-24,2002-10-07,AM,NA,LOG CONVOYAGE,35,M,Not first departure
4316,4,2002-10-18,2003-02-19,CI,NA,LOG BROBO,35,M,Not first departure
4316,5,2003-10-28,2004-01-27,ET,NA,LOG SANIT,35,M,Not first departure
4316,6,2004-08-25,2005-06-24,BI,NON MEDICAL,RTL,35,M,Not first departure
4316,7,2006-01-30,2006-08-28,SD,NON MEDICAL,RTL,35,M,Not first departure
4317,1,2001-06-18,2001-07-25,UG,NA,NA,55,F,First departure
4318,1,2001-07-13,2002-02-08,SD,NURSE,INF,35,F,First departure
4319,1,2002-05-03,2002-11-05,CD,NA,MED HOSTO,35,M,First departure
4320,1,2001-07-20,2001-08-21,PE,NA,NA,55,F,First departure
4320,2,2001-08-22,2003-06-01,GT,NA,PSY,55,F,Not first departure
4321,1,2007-01-29,2007-08-27,TH,NURSE,SAGE FEMME,55,F,Not first departure
4321,2,2007-09-24,2007-10-10,TH,NURSE,SAGE FEMME,55,F,Not first departure
4321,3,2007-10-11,2008-04-08,TH,PROJECT COORDINATOR,RT,55,F,Not first departure
4321,4,2008-08-05,2009-05-06,KH,PROJECT COORDINATOR,RESP TERRAIN,55,F,Not first departure
4321,5,2010-09-05,2010-11-06,YE,MIDWIFE,MIDWIFE,65,F,Not first departure
4321,6,2012-07-19,2012-09-24,CI,MIDWIFE,SAGE-FEMME,65,F,Not first departure
4321,7,2013-08-06,2013-08-31,UG,MIDWIFE,MIDWIFE,65,F,Not first departure
4321,8,2013-09-01,2013-09-15,UG,PROJECT COORDINATOR,PC EMERGENCY,65,F,Not first departure
4321,9,2013-09-16,2013-10-10,UG,PROJECT COORDINATOR,SUPPORT EXPLO,65,F,Not first departure
4321,10,2014-07-03,2015-01-19,AF,MIDWIFE,MIDWIFE,65,F,Not first departure
4321,11,2015-11-02,2016-04-08,SY,MIDWIFE,TRAINING MIDWIFE,65,F,Not first departure
4321,12,2016-04-23,2016-09-06,SY,DEPUTY MEDCO,DEPUTY MEDCO,65,F,Not first departure
4321,13,2017-08-01,2018-01-15,PK,MTL,PMR,65,F,Not first departure
4321,14,2018-07-20,2018-11-30,PH,MTL,MTL,65,F,Not first departure
4322,1,2001-06-21,2001-10-21,AF,GAS,NA,45,M,Not first departure
4322,2,2002-03-28,2002-10-19,GN,NA,MED,45,M,Not first departure
4322,3,2003-03-14,2003-04-15,LR,NA,MED,45,M,Not first departure
4322,4,2003-08-12,2003-11-23,ET,NA,MED TB,45,M,Not first departure
4322,5,2004-03-01,2004-07-10,ET,MEDCO,COMED,45,M,Not first departure
4322,6,2004-08-02,2004-11-12,ET,MEDCO,COMED,45,M,Not first departure
4322,7,2005-01-06,2005-06-23,ET,MEDCO,COMED,45,M,Not first departure
4322,8,2005-08-30,2005-10-12,UG,MEDCO,COORDINATEUR MEDICAL,45,M,Not first departure
4322,9,2005-10-13,2005-11-24,PK,NA,MED 3,45,M,Not first departure
4322,10,2005-11-24,2006-01-03,PK,MEDCO,COMED,45,M,Not first departure
4322,11,2006-05-20,2006-06-15,PK,PROJECT COORDINATOR,RT KAGHAN,45,M,Not first departure
4322,12,2006-09-07,2006-10-19,LK,NON MEDICAL,HOM-COMED,45,M,Not first departure
4322,13,2007-01-16,2007-11-26,AM,MEDCO,COMED-RT,45,M,Not first departure
4322,14,2008-02-19,2009-07-21,MW,MEDCO,COORDINATEUR MED,45,M,Not first departure
4323,1,2001-08-13,2002-09-19,KE,NA,LOG ADMI,35,F,First departure
4323,2,2002-09-20,2002-12-02,KE,PROJECT COORDINATOR,NA,35,F,Not first departure
4323,3,2004-04-19,2004-10-16,AF,NON MEDICAL,NA,35,F,Not first departure
4323,4,2005-01-06,2006-03-19,AO,NON MEDICAL,NA,35,F,Not first departure
4323,5,2007-09-17,2007-10-11,ID,NA,NA,35,F,Not first departure
4324,1,2001-07-16,2002-06-28,LK,NA,PEDIATRE 1,35,F,First departure
4324,2,2002-08-08,2002-12-03,AO,NA,MED HOSTO,45,F,Not first departure
4324,3,2003-03-25,2003-10-31,CO,PROJECT COORDINATOR,RT,45,F,Not first departure
4324,4,2004-01-17,2004-07-21,LR,PROJECT COORDINATOR,RT MEDICAL,45,F,Not first departure
4324,5,2005-06-29,2005-07-30,NG,NA,TFC MED NUT,45,F,Not first departure
4325,1,2001-11-05,2002-05-07,GT,NA,EDUC SANTE,45,M,First departure
4326,1,2002-06-04,2003-01-09,AO,NA,INF CNT 1,35,F,First departure
4327,1,2001-07-10,2002-01-09,CG,NA,NA,45,M,First departure
4327,2,2002-03-12,2002-09-26,NE,NA,MED,45,M,Not first departure
4327,3,2003-01-30,2003-04-27,CG,PROJECT COORDINATOR,MED RT,55,M,Not first departure
4328,1,2001-07-02,2001-10-04,CD,NA,NA,35,M,First departure
4328,2,2004-01-15,2004-03-09,ET,NA,LOG,35,M,Not first departure
4329,1,2001-08-01,2003-07-15,KH,NON MEDICAL,ADMINISTRATEUR,55,F,Not first departure
4330,1,2001-12-03,2002-08-25,BI,NA,INF,35,F,First departure
4331,1,2001-07-30,2001-11-27,BI,MD,NA,35,M,"First departure, relevant experience"
4331,2,2002-02-19,2002-09-15,SD,MD,MED 1,35,M,Not first departure
4331,3,2002-09-16,2002-12-13,SD,MD,MED,35,M,Not first departure
4331,4,2003-01-15,2003-02-15,SS,MD,MED,35,M,Not first departure
4331,5,2003-02-16,2004-10-09,KE,MTL,MED SIDA,35,M,Not first departure
4331,6,2005-01-08,2005-07-14,CG,MEDCO,COORDINATEUR MEDICAL,35,M,Not first departure
4331,7,2012-06-07,2012-11-30,ML,PROJECT COORDINATOR,RT SMC,45,M,Not first departure
4331,8,2013-01-25,2013-03-04,CG,DEPUTY MEDCO,ADJOINT COMED,45,M,Not first departure
4331,9,2013-03-05,2013-06-30,CG,PROJECT COORDINATOR,RT,45,M,Not first departure
4331,10,2013-07-01,2014-04-27,CG,NON MEDICAL,CHARGE DE MISSION CONGO BRAZZA,45,M,Not first departure
4331,11,2015-02-12,2015-10-31,MW,MTL,MEDICAL FOCAL POINT,45,M,Not first departure
4332,1,2001-09-24,2002-10-20,TH,NON MEDICAL,ADMINISTRATEUR,45,F,First departure
4332,2,2002-12-10,2002-12-25,AO,NON MEDICAL,ADMINISTRATEUR,45,F,Not first departure
4332,3,2003-01-29,2003-02-11,CI,NON MEDICAL,ADMI,45,F,Not first departure
4333,1,2000-08-08,2000-09-05,AO,GAS,NA,45,M,First departure
4333,2,2003-08-04,2003-09-04,LR,GAS,NA,55,M,Not first departure
4333,3,2004-09-01,2004-10-01,SD,GAS,NA,55,M,Not first departure
4333,4,2005-02-23,2005-03-20,LR,GAS,CHIR,55,M,Not first departure
4333,5,2005-09-15,2005-10-04,CI,GAS,CHIR,55,M,Not first departure
4333,6,2006-12-15,2007-01-11,TD,GAS,CHIR,55,M,Not first departure
4333,7,2008-12-06,2009-01-05,CD,GAS,CHIR SUPPORT,55,M,Not first departure
4333,8,2010-08-02,2010-09-02,CF,GAS,CHIR,55,M,Not first departure
4333,9,2011-07-29,2011-08-24,CG,GAS,CHIR REMPLA,55,M,Not first departure
4333,10,2012-07-30,2012-08-30,CD,GAS,CHIR 2,65,M,Not first departure
4333,11,2013-08-02,2013-08-28,SY,GAS,CHIR,65,M,Not first departure
4333,12,2013-12-23,2014-01-06,CF,GAS,CHIRURGIEN 2 URGENCE DECEMBRE,65,M,Not first departure
4333,13,2016-04-20,2016-05-12,CF,GAS,CHIRURGIEN URGENCE DECEMBRE,65,M,Not first departure
4334,1,2001-07-16,2002-01-09,UG,NA,NA,35,M,First departure
4334,2,2002-03-15,2002-08-09,SS,NA,MED,35,M,Not first departure
4335,1,2001-12-11,2002-02-14,BI,NA,MED,45,F,First departure
4335,2,2002-10-03,2002-11-04,AF,NA,NA,45,F,Not first departure
4336,1,2001-11-06,2002-04-25,AM,NA,MED,35,F,First departure
4337,1,2001-06-18,2006-07-31,FR1,NA,EDUCATRICE,35,F,First departure
4337,2,2006-08-22,2007-07-18,NE,NON MEDICAL,RRH,35,F,Not first departure
4337,3,2007-08-20,2009-02-13,CD,NON MEDICAL,NA,45,F,Not first departure
4337,4,2010-08-24,2011-05-03,KE,NON MEDICAL,COFIRH,45,F,Not first departure
4337,5,2011-05-05,2012-07-08,LA,NON MEDICAL,COFIRH,45,F,Not first departure
4337,6,2012-08-26,2015-06-30,EG,NON MEDICAL,NA,45,F,Not first departure
4338,1,2000-02-19,2001-02-19,CN,NA,NA,35,M,First departure
4338,2,2002-08-13,2003-09-19,AF,NON MEDICAL,CHEF DE MISSION,35,M,Not first departure
4338,3,2015-09-21,2015-10-04,ME,NON MEDICAL,EXPLO HOM,45,M,Not first departure
4339,1,2002-10-15,2003-04-08,SD,NON MEDICAL,CHEF DE MISSION,35,M,"First departure, relevant experience"
4339,2,2004-01-05,2004-10-07,CO,NON MEDICAL,CHEF DE MISSION,35,M,Not first departure
4340,1,2001-10-18,2002-11-06,GE,NON MEDICAL,ADMINISTRATEUR,35,F,"First departure, relevant experience"
4340,2,2004-07-11,2004-10-11,TD,NON MEDICAL,ADMINISTRATEUR,35,F,Not first departure
4340,3,2014-04-18,2014-07-17,CF,NON MEDICAL,ADMINISTRATEUR,45,F,Not first departure
4340,4,2015-12-29,2016-03-09,HT,NON MEDICAL,COFIN,55,F,Not first departure
4341,1,2001-05-29,2005-02-13,FR1,NA,NA,35,F,First departure
4342,1,2001-07-09,2001-09-30,AF,PROJECT COORDINATOR,NA,35,M,First departure
4343,1,2001-07-26,2001-09-10,LK,NA,NA,35,F,Not first departure
4343,2,2001-09-11,2002-05-27,GE,NA,INF CLINIQUES VULNERABLES,35,F,Not first departure
4344,1,2001-07-15,2001-09-30,KG,NA,NA,65,M,First departure
4344,2,2001-10-18,2002-03-13,LR,NA,LABO,65,M,Not first departure
4344,3,2002-09-09,2003-07-07,MM,PROJECT COORDINATOR,LABO,65,M,Not first departure
4344,4,2011-12-19,2012-04-06,MW,OTHER,LAB TECH SUPERVISOR,65,M,Not first departure
4344,5,2012-05-30,2012-09-15,KE,OTHER,LABO MANAGER,65,M,Not first departure
4344,6,2013-03-14,2013-05-15,PG,OTHER,LAB VISIT,65,M,Not first departure
4344,7,2013-08-26,2013-10-01,MW,OTHER,LABTECH VISITOR,65,M,Not first departure
4344,8,2014-02-10,2014-04-07,MW,OTHER,LABORATORY VISITOR,65,M,Not first departure
4344,9,2015-05-26,2015-07-15,ET,OTHER,LABO,65,M,Not first departure
4345,1,2001-07-20,2002-02-11,LK,NA,INF BLOC,35,F,First departure
4346,1,2001-07-27,2001-09-24,LK,NA,NA,55,M,First departure
4347,1,2001-07-25,2001-08-24,PE,MEDCO,NA,45,F,Not first departure
4348,1,2001-07-26,2001-11-14,NE,NA,NA,35,M,First departure
4348,2,2002-01-07,2002-05-30,CD,NA,MED,35,M,Not first departure
4348,3,2002-05-31,2002-07-16,CD,NA,MED 2,35,M,Not first departure
4348,4,2002-07-17,2002-08-16,CD,PROJECT COORDINATOR,RT,35,M,Not first departure
4349,1,2001-08-01,2003-07-15,IR,NON MEDICAL,CHEF DE MISSION,35,M,"First departure, relevant experience"
4350,1,2001-08-06,2002-02-06,CI,NON MEDICAL,LOG,45,M,First departure
4350,2,2002-05-23,2002-10-31,SL,NON MEDICAL,LOG,45,M,Not first departure
4350,3,2003-01-21,2003-11-21,CG,NON MEDICAL,LOG CONSTRUCTION,45,M,Not first departure
4350,4,2004-03-18,2004-04-28,CD,NON MEDICAL,LOG CONSTR,45,M,Not first departure
4350,5,2010-03-12,2010-04-07,TD,NON MEDICAL,LOG CASE MGMT,55,M,Not first departure
4350,6,2010-06-07,2010-07-07,TD,NON MEDICAL,LOG APPUI DEMENAGEMENT HOSTO,55,M,Not first departure
4350,7,2010-09-21,2011-03-31,HT,PROJECT COORDINATOR,CHEF DE TRAVAUX,55,M,Not first departure
4350,8,2011-06-27,2011-07-26,YE,NON MEDICAL,LOG ADEN / AL DALE,55,M,Not first departure
4350,9,2013-02-28,2014-01-10,CD,NON MEDICAL,NA,55,M,Not first departure
4350,10,2014-03-05,2014-05-27,PH,NON MEDICAL,NA,55,M,Not first departure
4350,11,2014-07-21,2015-04-30,CD,NON MEDICAL,NA,65,M,Not first departure
4350,12,2015-05-10,2015-07-09,GN,NON MEDICAL,NA,65,M,Not first departure
4350,13,2015-09-17,2016-01-18,MM,NON MEDICAL,NA,65,M,Not first departure
4350,14,2016-04-10,2016-08-24,CF,PROJECT COORDINATOR,NA,65,M,Not first departure
4350,15,2016-11-12,2016-12-16,CF,PROJECT COORDINATOR,NA,65,M,Not first departure
4350,16,2017-02-26,2017-06-09,UG,NON MEDICAL,NA,65,M,Not first departure
4350,17,2017-10-22,2018-03-06,SY,NON MEDICAL,NA,65,M,Not first departure
4351,1,2001-08-13,2001-11-13,CD,NA,NA,35,F,First departure
4352,1,2001-11-07,2002-04-26,SS,NA,LOG,45,M,First departure
4352,2,2002-12-20,2003-06-15,CO,NA,LOG URGENCES,45,M,Not first departure
4352,3,2003-06-16,2004-02-19,GE,NON MEDICAL,RTL ARMENIE/GEORGIE,45,M,Not first departure
4352,4,2006-07-19,2006-08-02,LB,NA,LOG APPRO,45,M,Not first departure
4352,5,2014-12-18,2015-01-28,IQ,PROJECT COORDINATOR,PROJECT COORDINATOR,55,M,Not first departure
4353,1,2002-05-27,2002-07-14,CD,NA,INF,55,F,First departure
4353,2,2002-07-15,2002-08-28,CD,NA,INF,55,F,Not first departure
4353,3,2003-01-29,2003-04-29,NE,NA,INF CRENI,55,F,Not first departure
4354,1,2001-09-20,2001-12-25,CD,NURSE,NA,35,M,First departure
4354,2,2002-01-18,2002-05-06,SL,NURSE,INF,35,M,Not first departure
4354,3,2005-01-23,2005-07-26,UG,PROJECT COORDINATOR,RT,45,M,Not first departure
4354,4,2007-07-07,2007-07-27,PI,NURSE,INFIRMIER URGENTISTE,45,M,Not first departure
4354,5,2009-11-22,2010-01-22,GN,NON MEDICAL,HOM,45,M,Not first departure
4354,6,2010-01-23,2010-07-28,CF,PROJECT COORDINATOR,PC,45,M,Not first departure
4354,7,2010-09-15,2010-12-15,CD,PROJECT COORDINATOR,COORDO PROJET,45,M,Not first departure
4354,8,2011-04-15,2011-05-30,LY,NURSE,NURSE HOSTO 2,45,M,Not first departure
4354,9,2011-05-31,2012-03-24,LK,PROJECT COORDINATOR,PROJECT COORDINATOR,45,M,Not first departure
4354,10,2017-05-02,2017-10-03,NG,OTHER,SURVEILLANCE ACTIVITY MANAGER,55,M,Not first departure
4354,11,2018-01-29,2018-08-10,CD,PROJECT COORDINATOR,PC KIBIRIZI,55,M,Not first departure
4354,12,2019-01-13,2019-07-12,CD,PROJECT COORDINATOR,COORDINATEUR DE PROJET ADJOINT,55,M,Not first departure
4355,1,2001-10-19,2002-04-02,LK,NA,MED CLINIQUES MOBILES,35,F,First departure
4355,2,2003-08-28,2003-09-21,CI,NA,ANESTH,35,F,Not first departure
4355,3,2007-08-06,2007-09-19,IQ,GAS,ANESTH EVAL,35,F,Not first departure
4356,1,2001-09-15,2002-08-17,CN,NA,LOG,35,M,First departure
4357,1,2001-07-19,2002-02-14,CN,NA,NA,35,F,First departure
4358,1,2001-09-23,2001-09-27,SD,NA,NA,35,M,First departure
4358,2,2001-09-28,2002-05-09,SD,NON MEDICAL,LOG,35,M,Not first departure
4359,1,2003-12-29,2004-08-03,BI,PROJECT COORDINATOR,RT,35,M,"First departure, relevant experience"
4359,2,2005-03-15,2005-05-17,LR,PROJECT COORDINATOR,RT,35,M,Not first departure
4359,3,2006-04-03,2006-08-25,NG,PROJECT COORDINATOR,RT,35,M,Not first departure
4360,1,2001-09-24,2001-12-25,CD,NON MEDICAL,NA,35,M,First departure
4360,2,2002-12-21,2003-08-25,CI,NON MEDICAL,LOG SANIT,35,M,Not first departure
4360,3,2003-12-15,2004-07-27,CD,NON MEDICAL,LOG/MUKUBU,35,M,Not first departure
4360,4,2004-12-22,2005-02-28,SL,NON MEDICAL,LOG SANIT,35,M,Not first departure
4360,5,2005-04-24,2005-11-10,NE,NON MEDICAL,LOG APPRO MARADI,35,M,Not first departure
4360,6,2006-04-20,2006-07-31,TD,NON MEDICAL,LOG,35,M,Not first departure
4360,7,2006-11-20,2008-03-21,NG,NON MEDICAL,R.T.L,35,M,Not first departure
4360,8,2009-03-23,2009-05-21,NG,NON MEDICAL,RESP LOG EXP,35,M,Not first departure
4360,9,2010-01-09,2010-07-07,CG,NON MEDICAL,COLOG,35,M,Not first departure
4360,10,2010-09-10,2010-11-02,NG,NON MEDICAL,LOG SUPPLY KANO,35,M,Not first departure
4360,11,2011-01-10,2011-02-28,CD,NON MEDICAL,LOG MANAGER,35,M,Not first departure
4360,12,2011-07-26,2011-08-13,KE,NON MEDICAL,LOG EXPLO,45,M,Not first departure
4360,13,2011-09-12,2012-09-28,KE,NON MEDICAL,RTL,45,M,Not first departure
4360,14,2013-02-08,2013-04-25,JO,NON MEDICAL,PROJECT LOGISTICS MANAGER,45,M,Not first departure
4360,15,2014-07-19,2014-10-24,CF,PROJECT COORDINATOR,RT,45,M,Not first departure
4360,16,2014-11-23,2015-02-15,GN,NON MEDICAL,LOG REF PROJETS,45,M,Not first departure
4361,1,2001-09-07,2002-03-20,CG,NA,PSY VVS,35,F,First departure
4361,2,2002-06-28,2002-07-13,PI,NA,PSY MOBILE,35,F,Not first departure
4361,3,2004-01-23,2004-03-08,IR,NA,PSY 1,35,F,Not first departure
4362,1,2001-11-02,2002-04-29,SL,NA,LOG ADMI,35,M,First departure
4363,1,2001-08-10,2002-04-17,SD,NA,MED 1,35,F,First departure
4364,1,2001-07-31,2002-02-16,SS,NA,MED,35,M,First departure
4365,1,2001-10-01,2002-04-05,SS,NA,MED,35,F,First departure
4366,1,2000-07-01,2001-02-01,AZ,NA,NA,35,F,First departure
4366,2,2001-07-30,2002-03-15,LK,MIDWIFE,SF,35,F,Not first departure
4366,3,2005-01-10,2005-03-10,NP,NA,NA,45,F,Not first departure
4366,4,2005-03-30,2005-05-22,LR,MIDWIFE,SAGE FEMME EXP,45,F,Not first departure
4367,1,2001-11-05,2002-03-28,NE,NA,MED,35,F,First departure
4367,2,2004-08-10,2004-09-09,SD,NA,MED EXP,35,F,Not first departure
4368,1,2001-08-06,2002-02-21,YU,NA,PSY HOME VISIT,45,F,First departure
4368,2,2002-04-22,2002-07-06,SL,NA,PSY,45,F,Not first departure
4368,3,2002-08-20,2002-11-19,PI,NA,PSY,45,F,Not first departure
4369,1,2001-09-10,2002-05-16,SS,PROJECT COORDINATOR,RT,35,M,First departure
4369,2,2019-04-08,2019-05-02,MZ,NURSE,NURSE SUPERVISOR,45,M,Not first departure
4370,1,2001-09-13,2002-05-13,YE,NA,LOG,35,M,"First departure, relevant experience"
4371,1,2001-10-31,2002-02-01,PI,NA,PSY MOBILE,45,M,First departure
4372,1,2002-01-14,2002-07-14,CD,NA,LOG,35,M,First departure
4372,2,2002-07-15,2002-10-09,CD,NA,LOG,35,M,Not first departure
4372,3,2002-11-21,2002-12-08,NE,NON MEDICAL,WATSAN EVAL,35,M,Not first departure
4372,4,2003-04-02,2003-11-28,AF,NON MEDICAL,RTL,35,M,Not first departure
4372,5,2004-01-07,2004-07-27,LR,PROJECT COORDINATOR,RT LOG,35,M,Not first departure
4372,6,2004-09-01,2005-01-27,SD,PROJECT COORDINATOR,RT,35,M,Not first departure
4372,7,2005-01-27,2005-08-18,SD,NON MEDICAL,RTL,35,M,Not first departure
4372,8,2005-10-17,2005-12-05,PK,NON MEDICAL,RTL,35,M,Not first departure
4372,9,2012-03-28,2012-04-13,AM,PROJECT COORDINATOR,RT,35,M,Not first departure
4372,10,2013-11-19,2013-11-21,PH,NON MEDICAL,COLOG,45,M,Not first departure
4372,11,2013-11-22,2013-12-06,PH,NON MEDICAL,CO-LOG,45,M,Not first departure
4372,12,2015-04-27,2015-05-27,NP,NON MEDICAL,E COORDO,45,M,Not first departure
4373,1,2001-12-17,2002-02-10,CD,NA,LOG,35,M,First departure
4373,2,2002-02-11,2002-04-29,CD,NA,LOG PM,35,M,Not first departure
4373,3,2002-11-01,2003-02-28,SL,NA,MECANICIEN,35,M,Not first departure
4373,4,2003-04-23,2003-06-24,CI,NA,EVALUATION MECA,35,M,Not first departure
4373,5,2003-10-07,2003-12-21,SD,NA,MECANO,35,M,Not first departure
4373,6,2004-03-08,2004-04-20,LR,NON MEDICAL,MECANO,35,M,Not first departure
4373,7,2004-05-08,2004-06-07,PI,NON MEDICAL,NA,35,M,Not first departure
4373,8,2004-06-11,2004-09-10,SD,NON MEDICAL,MECANO,35,M,Not first departure
4373,9,2004-10-11,2004-12-09,ET,NA,MECANO,35,M,Not first departure
4373,10,2004-12-10,2004-12-30,CD,NON MEDICAL,MECANO,35,M,Not first departure
4373,11,2004-12-31,2005-02-10,SS,NON MEDICAL,MECHANO,35,M,Not first departure
4373,12,2008-01-17,2008-02-25,IQ,NON MEDICAL,RTL,35,M,Not first departure
4373,13,2008-02-26,2008-04-24,YE,NON MEDICAL,LOG SUPPORT,35,M,Not first departure
4373,14,2008-05-20,2008-06-25,TD,NON MEDICAL,MECANO PAYS,35,M,Not first departure
4374,1,2001-11-29,2002-06-03,CD,NA,INF HOSTO,35,M,First departure
4374,2,2006-09-19,2007-03-21,TD,NA,INF,35,M,Not first departure
4374,3,2007-10-10,2008-05-13,CD,NURSE,INF,35,M,Not first departure
4374,4,2008-09-30,2008-12-12,ML,PROJECT COORDINATOR,RT,45,M,Not first departure
4375,1,2001-08-02,2002-06-07,PE,NA,LOG / ADMI,45,M,First departure
4375,2,2004-09-12,2004-12-31,AO,PROJECT COORDINATOR,NA,45,M,Not first departure
4376,1,2001-10-03,2002-07-03,KE,NA,MED TB PERIPH,35,F,First departure
4377,1,2001-07-30,2002-02-06,UG,NON MEDICAL,ADMINISTRATEUR,35,M,First departure
4378,1,2001-08-12,2002-02-24,SS,NA,LABO,35,F,First departure
4378,2,2002-04-18,2002-10-18,LR,NA,LABO,35,F,Not first departure
4379,1,2001-08-01,2001-08-31,ME,NA,NA,35,M,First departure
4379,2,2002-07-09,2002-08-10,GN,NA,FONDATION,35,M,Not first departure
4379,3,2003-09-01,2003-10-12,LR,NA,ETUDE CONTEXTE,35,M,Not first departure
4379,4,2003-11-03,2003-12-15,LR,NA,ETUDE CONTEXTE,35,M,Not first departure
4379,5,2004-06-23,2004-08-01,LR,PROJECT COORDINATOR,RT,35,M,Not first departure
4379,6,2005-06-01,2005-06-30,NE,PROJECT COORDINATOR,ANALYSE,35,M,Not first departure
